usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,list_price_usd,cost_type,inference_geo,speed,api_key_id,api_key_status
2026-07-22,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.12,0.12,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-22,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.05,0.05,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-23,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.07,0.07,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-23,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.05,0.05,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-24,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.10,0.10,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-24,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.07,0.07,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-25,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.07,0.07,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-25,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.02,0.02,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-26,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.06,0.06,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-26,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.03,0.03,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-27,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.11,0.11,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-27,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.05,0.05,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-28,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.08,0.08,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-28,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.05,0.05,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-29,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.08,0.08,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-29,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.04,0.04,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-30,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.08,0.08,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-30,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.05,0.05,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-31,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.18,0.18,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-07-31,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.12,0.12,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-08-01,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,input_no_cache,0.05,0.05,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
2026-08-01,Claude Sonnet 4.6,Default,n8n-integration,message,≤ 200k,output,0.01,0.01,token,global,,apikey_013uMfc59WycXNB1oFyujbbo,active
